time=129090,accel_x= -0.06,accel_y= -0.06,accel_z= 0.00,gyro_x= -0.02,gyro_y= -0.01,gyro_z= -0.01,mag_x= -37.88,mag_y= -15.50,mag_z= 17.00,orientation_x= 102.75,orientation_y= 79.62,orientation_y= -94.00
time=129101,accel_x= -0.05,accel_y= -0.11,accel_z= 0.00,gyro_x= -0.02,gyro_y= -0.01,gyro_z= -0.01,mag_x= -37.88,mag_y= -15.50,mag_z= 17.00,orientation_x= 102.75,orientation_y= 79.62,orientation_y= -93.94
time=129111,accel_x= -0.01,accel_y= -0.10,accel_z= 0.02,gyro_x= -0.01,gyro_y= -0.00,gyro_z= -0.01,mag_x= -37.88,mag_y= -15.50,mag_z= 17.00,orientation_x= 102.75,orientation_y= 79.62,orientation_y= -93.94
time=129122,accel_x= -0.03,accel_y= -0.10,accel_z= 0.01,gyro_x= -0.02,gyro_y= -0.00,gyro_z= -0.01,mag_x= -37.25,mag_y= -15.75,mag_z= 17.50,orientation_x= 102.81,orientation_y= 79.62,orientation_y= -93.94
time=129133,accel_x= -0.02,accel_y= -0.17,accel_z= 0.03,gyro_x= -0.02,gyro_y= -0.00,gyro_z= -0.01,mag_x= -37.25,mag_y= -15.75,mag_z= 17.50,orientation_x= 102.81,orientation_y= 79.62,orientation_y= -93.94
time=129146,accel_x= -0.01,accel_y= -0.08,accel_z= -0.02,gyro_x= -0.02,gyro_y= -0.00,gyro_z= -0.01,mag_x= -37.25,mag_y= -15.75,mag_z= 17.50,orientation_x= 102.81,orientation_y= 79.62,orientation_y= -93.87
time=129158,accel_x= -0.03,accel_y= -0.12,accel_z= 0.03,gyro_x= -0.02,gyro_y= -0.00,gyro_z= -0.01,mag_x= -37.25,mag_y= -15.75,mag_z= 17.50,orientation_x= 102.81,orientation_y= 79.62,orientation_y= -93.87
time=129169,accel_x= -0.02,accel_y= -0.14,accel_z= 0.03,gyro_x= -0.02,gyro_y= -0.01,gyro_z= -0.02,mag_x= -38.25,mag_y= -15.75,mag_z= 16.25,orientation_x= 102.87,orientation_y= 79.62,orientation_y= -93.87
time=129180,accel_x= -0.06,accel_y= -0.06,accel_z= 0.01,gyro_x= -0.01,gyro_y= -0.01,gyro_z= -0.02,mag_x= -38.25,mag_y= -15.75,mag_z= 16.25,orientation_x= 102.87,orientation_y= 79.62,orientation_y= -93.87
time=129191,accel_x= -0.06,accel_y= -0.08,accel_z= 0.02,gyro_x= -0.02,gyro_y= -0.01,gyro_z= -0.01,mag_x= -38.25,mag_y= -15.75,mag_z= 16.25,orientation_x= 102.87,orientation_y= 79.62,orientation_y= -93.81
time=129202,accel_x= -0.04,accel_y= -0.08,accel_z= 0.04,gyro_x= -0.02,gyro_y= -0.01,gyro_z= -0.01,mag_x= -38.25,mag_y= -15.75,mag_z= 16.25,orientation_x= 102.94,orientation_y= 79.62,orientation_y= -93.81
time=129212,accel_x= -0.07,accel_y= -0.10,accel_z= 0.06,gyro_x= -0.02,gyro_y= -0.01,gyro_z= -0.01,mag_x= -38.25,mag_y= -15.75,mag_z= 16.25,orientation_x= 102.94,orientation_y= 79.62,orientation_y= -93.81
time=129223,accel_x= -0.03,accel_y= -0.12,accel_z= 0.11,gyro_x= -0.02,gyro_y= -0.01,gyro_z= -0.01,mag_x= -37.56,mag_y= -15.75,mag_z= 17.00,orientation_x= 102.94,orientation_y= 79.56,orientation_y= -93.81
time=129234,accel_x= -0.03,accel_y= -0.07,accel_z= -0.02,gyro_x= -0.02,gyro_y= -0.01,gyro_z= -0.01,mag_x= -37.56,mag_y= -15.75,mag_z= 17.00,orientation_x= 102.94,orientation_y= 79.56,orientation_y= -93.81
time=129246,accel_x= -0.07,accel_y= -0.07,accel_z= 0.05,gyro_x= -0.03,gyro_y= -0.01,gyro_z= -0.01,mag_x= -37.56,mag_y= -15.75,mag_z= 17.00,orientation_x= 103.00,orientation_y= 79.56,orientation_y= -93.81
time=129258,accel_x= -0.05,accel_y= -0.07,accel_z= 0.02,gyro_x= -0.02,gyro_y= -0.01,gyro_z= -0.01,mag_x= -37.56,mag_y= -15.75,mag_z= 17.00,orientation_x= 103.00,orientation_y= 79.56,orientation_y= -93.81
time=129268,accel_x= -0.03,accel_y= -0.13,accel_z= 0.01,gyro_x= -0.02,gyro_y= -0.01,gyro_z= -0.01,mag_x= -37.56,mag_y= -15.75,mag_z= 17.00,orientation_x= 103.00,orientation_y= 79.56,orientation_y= -93.75
time=129278,accel_x= -0.04,accel_y= -0.10,accel_z= 0.03,gyro_x= -0.03,gyro_y= -0.01,gyro_z= -0.01,mag_x= -38.69,mag_y= -15.50,mag_z= 16.69,orientation_x= 103.06,orientation_y= 79.56,orientation_y= -93.75
time=129289,accel_x= -0.03,accel_y= -0.13,accel_z= 0.02,gyro_x= -0.02,gyro_y= -0.01,gyro_z= -0.01,mag_x= -38.69,mag_y= -15.50,mag_z= 16.69,orientation_x= 103.06,orientation_y= 79.56,orientation_y= -93.75
time=129300,accel_x= -0.03,accel_y= -0.09,accel_z= -0.02,gyro_x= -0.03,gyro_y= -0.01,gyro_z= -0.01,mag_x= -38.69,mag_y= -15.50,mag_z= 16.69,orientation_x= 103.06,orientation_y= 79.56,orientation_y= -93.81
